KIC TYC ra dec numax sig_numax dnu sig_dnu teff sig_teff logg sig_logg feh sig_feh plx sig_plx btmag sig_btmag vtmag sig_vtmag gmag sig_gmag rmag sig_rmag imag sig_imag zmag sig_zmag jmag sig_jmag hmag sig_hmag kmag sig_kmag clump src
     6124244    3142-1743-1   292.04608000    41.41364700     4.927     0.147     1.048     0.054  4336.0    86.0     1.578     0.014    -0.304     0.060     0.27553505     0.32391340  12.372   0.167  10.815   0.056  11.269   0.020  10.199   0.020   9.828   0.020   9.550   0.020   8.346   0.018   7.690   0.021   7.556   0.020 -1  apo
     6126808    3143-1822-1   292.84534700    41.44881100   162.545     0.842    12.988     0.034  4760.7    86.0     3.117     0.005     0.151     0.060     1.92370665     0.32782957  13.062   0.262  11.698   0.118  12.304   0.020  11.390   0.020  11.115   0.020  10.916   0.020   9.885   0.022   9.371   0.020   9.245   0.017  0  apo
     6127825     3143-256-1   293.15840800    41.41387600   106.334     1.489     8.490     0.017  5007.4    86.0     2.944     0.007    -0.019     0.060     1.19506204     0.37268907  12.685   0.216  11.436   0.093  11.773   0.020  10.997   0.020  10.738   0.020  10.605   0.020   9.579   0.021   9.127   0.019   9.011   0.017 -1  apo
     6128428    3143-1848-1   293.33949700    41.42076900    46.928     0.762     4.773     0.029  4798.4    86.0     2.579     0.008     0.067     0.060     1.22225308     0.27961996  12.555   0.205  11.218   0.080  11.785   0.020  10.874   0.020  10.593   0.020  10.391   0.020   9.326   0.020   8.794   0.027   8.663   0.017  1  apo
     6128774     3143-872-1   293.43980600    41.42771100    45.223     0.957     4.773     0.148  4980.8    86.0     2.571     0.010    -0.194     0.060     0.92418683     0.23621334  12.170   0.131  10.983   0.064  11.488   0.020  10.702   0.020  10.426   0.020  10.267   0.020   9.256   0.021   8.728   0.029   8.627   0.018  1  apo
     6129411     3143-414-1   293.63634900    41.41664900    86.713     1.644     7.153     0.047  5083.6    86.0     2.858     0.009    -0.045     0.060     1.45104206     0.64528126  12.064   0.125  11.137   0.083  11.606   0.020  10.819   0.020  10.541   0.020  10.410   0.020   9.385   0.020   8.908   0.020   8.809   0.018  1  apo
     6129877    3143-1182-1   293.77486050    41.41958000  1939.249    76.193    92.943     2.664  5995.0    77.3     4.244     0.017    -0.040     0.101     5.61030303     0.38486635  10.967   0.052  10.192   0.037  10.402   0.020  10.001   0.020   9.923   0.020   9.869   0.020   9.099   0.018   8.803   0.024   8.762   0.021  0  spc
     6130752     3143-776-1   294.02799400    41.43995300    89.848     1.649     7.506     0.023  5085.8    86.0     2.874     0.009    -0.070     0.060     0.79805523     0.28892311  12.923   0.262  11.767   0.152  12.318   0.020  11.534   0.020  11.264   0.020  11.120   0.020  10.103   0.021   9.646   0.019   9.538   0.018  1  apo
     6140030    3144-1745-1   296.35072200    41.43264400    37.564     0.773     4.374     0.027  4790.2    86.0     2.482     0.010    -0.042     0.060     0.77466345     0.42708203  11.604   0.084  10.441   0.048  10.835   0.020   9.953   0.020   9.639   0.020   9.490   0.020   8.411   0.019   7.869   0.034   7.773   0.021  1  apo
     6140132     3144-817-1   296.37601600    41.49981700    34.854     0.776     3.818     0.012  4729.2    86.0     2.447     0.010    -0.151     0.060     1.16369951     0.28621712  13.271   0.367  11.646   0.138  12.633   0.020  11.680   0.020  11.300   0.020  11.069   0.020   9.934   0.020   9.361   0.019   9.213   0.012 -1  apo
     6140947    3144-1793-1   296.55989300    41.43314400    46.909     1.287     4.733     0.068  4925.1    86.0     2.585     0.013    -0.142     0.060     2.32385397     0.97797048  13.027   0.314  12.229   0.219  12.181   0.020  11.323   0.020  11.013   0.020  10.825   0.020   9.726   0.023   9.210   0.021   9.100   0.014  1  apo
     6142932     3144-645-1   296.98634500    41.40293500    41.721     0.356     4.306     0.015  4694.7    86.0     2.523     0.005    -0.021     0.060     0.98595130     0.89641446  12.824   0.264  11.332   0.100  11.848   0.020  10.877   0.020  10.539   0.020  10.332   0.020   9.129   0.026   8.574   0.023   8.452   0.021 -1  apo
     6142964     3144-699-1   296.99378000    41.45480000    58.613     0.622     5.842     0.018  4568.8    86.0     2.665     0.006     0.227     0.060     1.23345399     0.39027548  12.934   0.297  12.128   0.210  12.502   0.020  11.441   0.020  11.097   0.020  10.871   0.020   9.711   0.024   9.106   0.022   8.971   0.019  0  apo
     6144777     3144-592-1   297.40216500    41.40398400   128.334     0.855    10.941     0.025  4746.2    86.0     3.014     0.005     0.115     0.060     2.12919378     0.39400342  12.480   0.199  11.330   0.091  11.511   0.020  10.600   0.020  10.290   0.020  10.108   0.020   9.017   0.037   8.437   0.016   8.315   0.018  0  apo
     6188215     3128-480-1   285.67403500    41.55604200   110.514     1.495     8.727     0.028  5012.0    86.0     2.961     0.007    -0.011     0.060     1.12408566     0.25871772  11.875   0.099  10.873   0.065  11.213   0.020  10.432   0.020  10.166   0.020  10.017   0.020   9.042   0.032   8.601   0.020   8.484   0.020  1  apo
     6191288     3128-194-1   287.06273600    41.58220300    25.319     0.513     3.172     0.015  4634.0    86.0     2.304     0.010    -0.339     0.060     0.93762535     0.25157496  12.778   0.266  11.555   0.125  11.945   0.020  11.025   0.020  10.675   0.020  10.469   0.020   9.343   0.020   8.759   0.036   8.660   0.018 -1  apo
     6192431     3129-794-1   287.52476000    41.55984900    35.306     0.747     4.165     0.019  4681.1    86.0     2.450     0.010     0.089     0.060     0.38948259     0.62864131  13.896   0.495  11.269   0.100  11.679   0.020  10.713   0.020  10.371   0.020  10.171   0.020   9.100   0.037   8.527   0.046   8.359   0.018  1  apo
     6196149    3129-1774-1   288.98714300    41.54534900    30.081     1.958     3.740     0.060  4646.6    86.0     2.379     0.029    -0.089     0.060     1.31095660     0.38431185  13.832   0.431  12.136   0.187  12.905   0.020  11.979   0.020  11.648   0.020  11.475   0.020  10.402   0.022   9.854   0.022   9.694   0.019  1  apo
     6196457    3129-2750-1   289.08606000    41.56295800  1299.000    53.000    66.600     1.100  5871.0    94.0     4.065     0.018     0.170     0.110     2.47068194     0.28327770  12.708   0.227  11.764   0.148 -99.000   0.020 -99.000   0.020 -99.000   0.020 -99.000   0.020  10.747   0.023  10.470   0.021  10.403   0.018  0  spc
     6198476     3129-398-1   289.77347800    41.56810800    74.590     0.541     6.747     0.015  4891.4    86.0     2.785     0.005    -0.153     0.060     1.84382188     0.27575269  10.295   0.028   9.377   0.019   9.661   0.020   8.972   0.020   8.729   0.020   8.611   0.020   7.594   0.029   7.123   0.038   7.023   0.017 -1  apo
     6198581     3129-263-1   289.80339200    41.54223600    41.683     0.776     4.580     0.024  4824.1    86.0     2.529     0.009    -0.037     0.060     0.70839500     0.58071268  12.921   0.254  11.637   0.126  12.072   0.020  11.242   0.020  10.941   0.020  10.779   0.020   9.751   0.027   9.213   0.030   9.082   0.018  1  apo
     6200178     3142-867-1   290.26631800    41.51571700    78.523     0.684     6.931     0.017  4909.7    86.0     2.808     0.005    -0.231     0.060     0.99290216     0.25087526  12.235   0.149  11.314   0.090  11.398   0.020  10.620   0.020  10.336   0.020  10.184   0.020   9.232   0.019   8.727   0.021   8.633   0.018  0  apo
     6203503    3142-1567-1   291.35632900    41.55638500    28.965     0.883     4.006     0.073  4777.6    86.0     2.369     0.014    -0.324     0.060     0.54040492     0.34374735  12.617   0.226  11.656   0.128  11.703   0.020  10.910   0.020  10.607   0.020  10.441   0.020   9.359   0.021   8.844   0.026   8.732   0.018 -1  apo
     6208018    3143-1446-1   292.79043400    41.51110800   241.308     1.306    18.125     0.022  4904.5    86.0     3.295     0.004    -0.094     0.060     2.59768963     0.24042249  11.871   0.082  10.823   0.055  11.137   0.020  10.366   0.020  10.083   0.020   9.930   0.020   8.967   0.023   8.479   0.029   8.383   0.019 -1  apo
     6225660     3144-724-1   297.30855500    41.57314300    39.713     0.652     4.233     0.011  4679.5    86.0     2.501     0.008    -0.046     0.060     1.34452713     0.54420447  11.356   0.070  10.234   0.040  10.774   0.020   9.781   0.020   9.422   0.020   9.321   0.020   8.116   0.023   7.559   0.029   7.439   0.017 -1  apo
     6225718     3144-698-1   297.32556150    41.58246200  2339.137    10.631   105.829     0.029  6313.0    76.7     4.336     0.003    -0.070     0.101    19.15419226     0.27375262   8.118   0.015   7.580   0.011 -99.000   0.020 -99.000   0.020 -99.000   0.020 -99.000   0.020   6.544   0.021   6.346   0.029   6.283   0.018  0  spc
     6228590    3145-2585-1   298.03600600    41.58929100   139.485     0.781    11.847     0.017  4815.7    86.0     3.053     0.005    -0.034     0.060     1.59503794     0.31095669  13.626   0.366  11.887   0.155  12.273   0.020  11.407   0.020  11.097   0.020  10.920   0.020   9.821   0.020   9.295   0.022   9.178   0.018  0  apo
     6232600     3145-400-1   298.87161000    41.58328000  1933.004    87.414    94.626     0.902  6449.0    77.3     4.258     0.020    -0.180     0.101     8.82709269     0.24225284   9.418   0.018   8.966   0.014   9.026   0.020   8.795   0.020   8.703   0.020   8.719   0.020   8.022   0.024   7.792   0.023   7.755   0.024  0  spc
     6232858    3145-2124-1   298.92773500    41.52273900    49.675     1.076     4.965     0.021  4770.6    86.0     2.603     0.010     0.129     0.060     1.20948172     0.26269981  12.089   0.113  10.676   0.049  11.103   0.020  10.166   0.020   9.848   0.020   9.669   0.020   8.603   0.023   8.047   0.021   7.963   0.024  1  apo
     6232914    3145-2372-1   298.94083900    41.53601100    66.940     1.022     6.124     0.034  5023.1    86.0     2.743     0.008    -0.156     0.060     0.96193177     0.32854596  12.325   0.149  11.218   0.077  11.571   0.020  10.729   0.020  10.403   0.020  10.236   0.020   9.201   0.021   8.686   0.016   8.590   0.018  1  apo
     6262706     3127-432-1   282.55493100    41.66252500    58.585     1.027     5.697     0.020  4831.7    86.0     2.677     0.009    -0.157     0.060     0.78953010     0.22762468  13.493   0.346  11.546   0.103  12.019   0.020  11.184   0.020  10.882   0.020  10.707   0.020   9.652   0.026   9.124   0.029   9.011   0.021 -1  apo
     6262867     3127-423-1   282.63906300    41.67946200    30.137     0.551     3.738     0.017  4553.7    86.0     2.376     0.009    -0.351     0.060     0.59739107     0.25507793  13.495   0.363  11.540   0.106  12.263   0.020  11.339   0.020  10.983   0.020  10.781   0.020   9.678   0.027   9.121   0.033   8.918   0.018 -1  apo
     6263410    3127-1778-1   282.89717400    41.65654800   104.220     1.851     8.295     0.034  5024.1    86.0     2.936     0.009     0.008     0.060     0.59314442     0.27602011  12.549   0.202  11.306   0.089  11.848   0.020  11.067   0.020  10.802   0.020  10.654   0.020   9.634   0.021   9.149   0.026   9.050   0.020  1  apo
     6264398    3127-2097-1   283.39702800    41.60314600    30.944     0.966     3.997     0.045  4771.6    86.0     2.397     0.014    -0.128     0.060     0.66943157     0.29393372  13.211   0.312  12.355   0.206  12.533   0.020  11.657   0.020  11.336   0.020  11.162   0.020  10.037   0.018   9.518   0.017   9.426   0.020  1  apo
     6271732    3128-2170-1   286.98171600    41.61486400    32.149     1.505     4.044     0.027  4855.2    86.0     2.418     0.021    -0.270     0.060     2.00382042     0.32990259  11.681   0.082  10.286   0.041  10.716   0.020   9.894   0.020   9.621   0.020   9.458   0.020   8.365   0.026   7.878   0.023   7.772   0.021 -1  apo
     6272933    3129-3131-1   287.52110300    41.64541200    39.864     1.104     4.195     0.047  4660.9    86.0     2.502     0.013     0.201     0.060     1.25823605     0.28564617  11.281   0.070   9.731   0.028  10.197   0.020   9.265   0.020   8.986   0.020   8.822   0.020   7.700   0.024   7.184   0.027   7.070   0.020  1  apo
     6273063    3129-3231-1   287.59011600    41.64011000    31.846     0.950     3.659     0.022  4491.0    86.0     2.396     0.014     0.352     0.060     1.40608740     0.27648044  11.770   0.092  10.176   0.039  10.661   0.020   9.591   0.020   9.253   0.020   9.050   0.020   7.870   0.020   7.327   0.026   7.162   0.017  1  apo
     6276898    3129-3229-1   289.14375100    41.67580800    46.015     0.930     4.455     0.053  4964.1    86.0     2.578     0.010    -0.180     0.060     1.50027096     0.25880441  10.607   0.037   9.507   0.021   9.872   0.020   9.071   0.020   8.830   0.020   8.699   0.020   7.633   0.023   7.181   0.017   7.092   0.026  1  apo
     6276948    3129-1510-1   289.16031000    41.62544600    89.774     1.167     7.409     0.022  4987.3    86.0     2.869     0.007     0.144     0.060     0.99014664     0.25842202  12.066   0.121  11.352   0.091  11.535   0.020  10.737   0.020  10.473   0.020  10.353   0.020   9.307   0.022   8.868   0.019   8.724   0.017  1  apo
     6279491     3129-236-1   289.96784200    41.67896300    27.958     1.314     3.813     0.073  4729.4    86.0     2.351     0.021    -0.304     0.060     0.57642138     0.45684293  13.364   0.343  11.737   0.139  12.946   0.020  12.089   0.020  11.791   0.020  11.620   0.020  10.512   0.021   9.969   0.022   9.864   0.018  1  apo
     6283995     3142-497-1   291.45538000    41.63224000   197.286     1.144    14.781     0.018  4818.1    86.0     3.204     0.005     0.151     0.060     1.82316518     0.25794026  12.044   0.117  10.955   0.064  11.369   0.020  10.551   0.020  10.265   0.020  10.110   0.020   9.078   0.022   8.623   0.020   8.479   0.018  0  apo
     6286142     3142-907-1   292.16436400    41.65407900    12.505     0.524     1.812     0.013  4329.7    86.0     1.983     0.019    -0.000     0.060     0.80157250     0.30169657  13.482   0.344  11.723   0.129  12.181   0.020  10.938   0.020  10.512   0.020  10.243   0.020   8.960   0.020   8.265   0.026   8.091   0.018 -1  apo
     6287060     3142-281-1   292.45791000    41.69855000  1600.911   204.647    80.146     2.224  5850.0    77.3     4.155     0.056    -0.050     0.101     4.46545171     0.27394045  11.186   0.054  10.534   0.043  10.600   0.020  10.220   0.020  10.092   0.020  10.050   0.020   9.252   0.021   8.927   0.027   8.891   0.017  0  spc
     6287950     3143-196-1   292.75416000    41.62083800    35.317     0.865     4.102     0.016  4621.5    86.0     2.448     0.011     0.277     0.060     1.15179801     0.32634667  12.624   0.208  11.595   0.109  12.076   0.020  11.083   0.020  10.745   0.020  10.537   0.020   9.378   0.022   8.845   0.020   8.679   0.017  1  apo
     6290627    3143-1690-1   293.59437000    41.60629000   319.911     5.761    22.336     0.165  5065.0    77.3     3.425     0.008    -0.330     0.101     2.43750055     0.26916257  12.133   0.132  11.120   0.080  11.603   0.020  10.920   0.020  10.648   0.020  10.536   0.020   9.588   0.022   9.112   0.022   9.017   0.017  0  spc
     6304676     3144-198-1   297.10660700    41.65337400    90.556     0.786     7.751     0.026  4842.1    86.0     2.867     0.005    -0.114     0.060     0.61533386     0.55662560  12.332   0.179  10.887   0.068  11.414   0.020  10.541   0.020  10.256   0.020  10.087   0.020   8.990   0.021   8.471   0.036   8.368   0.018 -1  apo
     6307578    3145-2164-1   297.76964600    41.68782800    34.553     1.037     4.141     0.057  4890.2    86.0     2.450     0.014    -0.226     0.060     1.01807868     0.46076679  11.945   0.107  10.725   0.056  11.199   0.020  10.381   0.020  10.054   0.020   9.861   0.020   8.788   0.021   8.283   0.029   8.165   0.020  1  apo
     6308068    3145-2354-1   297.89416500    41.69293200     7.454     0.724     1.136     0.025  4205.3    86.0     1.752     0.042     0.022     0.060     1.10929334     0.44818178  13.564   0.357  11.618   0.114  12.368   0.020  10.941   0.020  10.357   0.020   9.964   0.020   8.539   0.024   7.795   0.021   7.567   0.020 -1  apo
     6308642    3145-1580-1   298.04692050    41.66659000   730.729    19.432    42.511     0.325  5688.0    77.3     3.808     0.012    -0.150     0.101     2.74608551     0.22703549  11.461   0.063  10.877   0.061  11.078   0.020  10.585   0.020  10.412   0.020  10.339   0.020   9.427   0.019   9.111   0.022   9.039   0.018  0  spc
     6312478    3145-1776-1   298.87510400    41.62134600    63.413     0.627     6.333     0.012  4621.5    86.0     2.702     0.006    -0.038     0.060     0.87600309     0.36486411  12.976   0.257  11.571   0.111  12.355   0.020  11.348   0.020  10.963   0.020  10.746   0.020   9.599   0.023   8.987   0.020   8.898   0.018  0  apo
     6345456    3127-2152-1   284.42643500    41.70058800   130.078     0.938    11.140     0.029  4779.5    86.0     3.021     0.005    -0.097     0.060     1.18919599     0.59172559  12.758   0.221  11.043   0.066  11.556   0.020  10.760   0.020  10.495   0.020  10.346   0.020   9.335   0.022   8.774   0.024   8.699   0.018  0  apo
     6345474    3127-2121-1   284.43995600    41.72241200    32.505     0.944     4.118     0.032  4701.5    86.0     2.415     0.013     0.035     0.060     0.46796107     0.78552264  12.809   0.225  11.575   0.105  11.959   0.020  10.995   0.020  10.662   0.020  10.472   0.020   9.398   0.021   8.809   0.026   8.651   0.017  1  apo
     6346443    3127-2000-1   284.90958000    41.73009500    36.369     1.113     4.246     0.057  4831.9    86.0     2.470     0.014    -0.103     0.060     0.86667621     0.29023254  12.072   0.122  11.048   0.072  11.485   0.020  10.608   0.020  10.315   0.020  10.124   0.020   9.065   0.020   8.510   0.027   8.406   0.018  1  apo
     6356581    3129-2929-1   289.35234100    41.77433000   110.504     1.128     8.502     0.019  4998.3    86.0     2.960     0.006     0.051     0.060     1.00563884     0.27747056  12.320   0.169  11.177   0.082  11.486   0.020  10.733   0.020  10.504   0.020  10.348   0.020   9.330   0.021   8.876   0.019   8.783   0.017  1  apo
     6359454     3142-901-1   290.25802500    41.79878600   147.170     1.134    12.344     0.030  4957.9    86.0     3.083     0.005    -0.392     0.060     0.71903658     0.48601189  13.265   0.308  12.499   0.206  12.841   0.020  12.102   0.020  11.848   0.020  11.675   0.020  10.663   0.022  10.163   0.019  10.089   0.019  0  apo
     6359890     3142-357-1   290.38611100    41.75027800    94.463     0.683     8.525     0.017  4789.9    86.0     2.883     0.005    -0.095     0.060     0.09874170     0.68776363  13.166   0.276  11.913   0.147  12.606   0.020  11.723   0.020  11.428   0.020  11.261   0.020  10.181   0.020   9.651   0.019   9.565   0.016  0  apo
     6363090    3142-1570-1   291.50867700    41.70996500    42.474     0.908     4.611     0.021  4821.1    86.0     2.537     0.010    -0.002     0.060     1.32152152     0.35551021  12.516   0.197  11.023   0.066  11.453   0.020  10.617   0.020  10.337   0.020  10.164   0.020   9.112   0.020   8.553   0.023   8.478   0.018  1  apo
     6365511     3142-367-1   292.29336900    41.78802900    76.145     0.664     7.826     0.025  4801.3    86.0     2.790     0.005    -0.497     0.060     1.23390710     0.38265437  12.568   0.202  11.357   0.087  11.993   0.020  11.205   0.020  10.915   0.020  10.766   0.020   9.737   0.022   9.195   0.022   9.107   0.017  0  apo
     6368800     3143-830-1   293.33804100    41.70912900    50.735     1.050     5.094     0.011  4828.5    86.0     2.614     0.010     0.082     0.060     1.09639871     0.25714383  12.077   0.117  11.084   0.072  11.538   0.020  10.711   0.020  10.414   0.020  10.240   0.020   9.236   0.021   8.704   0.023   8.589   0.017  1  apo
     6370489    3143-2060-1   293.84166000    41.77666000   913.540    13.281    52.168     0.235  6181.0    77.3     3.924     0.007    -0.400     0.101     6.82805812     0.23219077   9.388   0.020   8.849   0.015   8.935   0.020   8.671   0.020   8.558   0.020   8.559   0.020   7.807   0.019   7.585   0.020   7.529   0.017  0  spc
     6370549    3143-1504-1   293.86199900    41.78475600    10.960     0.645     1.644     0.028  4395.4    86.0     1.929     0.026     0.055     0.060     0.99198931     0.57944697  12.523   0.215  11.092   0.079  11.681   0.020  10.501   0.020  10.059   0.020   9.796   0.020   8.608   0.021   7.975   0.018   7.793   0.016 -1  apo
     6372328    3143-1888-1   294.37323600    41.77296800    42.561     0.787     4.543     0.035  4799.3    86.0     2.537     0.009     0.009     0.060     0.20290338     0.74878454  13.012   0.269  11.669   0.121  12.104   0.020  11.214   0.020  10.906   0.020  10.728   0.020   9.648   0.021   9.151   0.030   9.022   0.025  1  apo
     6384492     3144-597-1   297.36389000    41.77885800    32.832     0.555     3.757     0.012  4524.9    86.0     2.411     0.008     0.009     0.060     0.99456698     0.32171014  11.922   0.100  10.386   0.043  10.945   0.020   9.919   0.020   9.581   0.020   9.426   0.020   8.230   0.024   7.600   0.021   7.492   0.036 -1  apo
     6385325    3145-1494-1   297.56241600    41.70265200    53.001     0.870     5.053     0.039  4838.4    86.0     2.634     0.008     0.080     0.060     0.59093040     0.27932027  12.178   0.136  11.023   0.069  11.505   0.020  10.594   0.020  10.293   0.020  10.161   0.020   9.003   0.024   8.510   0.017   8.379   0.017  1  apo
     6385953    3145-1170-1   297.73862200    41.77416600    88.142     0.847     7.821     0.016  4704.8    86.0     2.849     0.006     0.204     0.060     1.57668114     0.26567364  12.528   0.202  10.978   0.067  11.337   0.020  10.409   0.020  10.085   0.020   9.898   0.020   8.787   0.023   8.235   0.031   8.153   0.031 -1  apo
     6390781    3145-1216-1   298.78605000    41.74568600    24.172     0.501     2.791     0.016  4577.2    86.0     2.281     0.010    -0.066     0.060     0.36952618     0.32719353  13.026   0.258  12.089   0.170  12.382   0.020  11.329   0.020  10.931   0.020  10.682   0.020   9.471   0.020   8.842   0.026   8.674   0.018 -1  apo
     6391933    3145-1002-1   299.02338400    41.76668200   171.223     1.006    14.153     0.031  4827.5    86.0     3.143     0.005    -0.150     0.060     1.59479809     0.34212163  13.905   0.412  11.755   0.135  11.990   0.020  11.133   0.020  10.817   0.020  10.661   0.020   9.585   0.021   9.069   0.022   8.957   0.020  0  apo
     6423690    3127-1682-1   284.12268000    41.89030100    33.986     1.322     4.059     0.044  4909.6    86.0     2.444     0.017    -0.540     0.060     0.96514475     0.27887577  12.242   0.147  11.381   0.094  11.746   0.020  10.987   0.020  10.694   0.020  10.545   0.020   9.484   0.020   8.986   0.018   8.880   0.016  1  apo
     6429457    3128-2364-1   286.90286100    41.87585400    24.187     0.539     3.138     0.042  4653.2    86.0     2.285     0.010    -0.052     0.060     0.53034180     0.33109736  13.370   0.343  11.616   0.116  12.145   0.020  11.191   0.020  10.872   0.020  10.687   0.020   9.527   0.020   8.956   0.020   8.809   0.018  1  apo
     6430534    3128-2086-1   287.39771700    41.89493600    28.477     1.487     3.585     0.034  4564.8    86.0     2.351     0.023     0.048     0.060     1.31141841     0.92462772  13.332   0.378  11.424   0.104  12.205   0.020  11.208   0.020  10.879   0.020  10.698   0.020   9.524   0.021   8.932   0.029   8.839   0.011 -1  apo
     6430804    3129-2670-1   287.50893000    41.88939000   363.387     5.670    25.289     0.121  4965.0    77.3     3.476     0.008     0.030     0.101     1.83949919     0.38690606  13.200   0.351  11.493   0.111  12.119   0.020  11.361   0.020  11.104   0.020  10.975   0.020   9.958   0.021   9.492   0.022   9.366   0.018  0  spc
     6442183    3142-1611-1   291.58037100    41.87014000  1171.210     4.403    64.908     0.023  5694.0    77.3     4.014     0.003    -0.200     0.101    10.92291438     0.23407524   9.407   0.019   8.661   0.014 -99.000   0.020 -99.000   0.020 -99.000   0.020 -99.000   0.020   7.321   0.023   7.062   0.026   6.983   0.016  0  spc
     6444595      3142-73-1   292.40538100    41.83702100    21.114     0.438     2.624     0.016  4508.4    86.0     2.219     0.010    -0.160     0.060     0.48377874     0.28863567  13.878   0.428  12.171   0.194  12.718   0.020  11.739   0.020  11.377   0.020  11.121   0.020  10.022   0.021   9.393   0.019   9.268   0.018 -1  apo
     6445497     3143-286-1   292.69797000    41.85175700    38.105     1.391     4.327     0.037  4927.5    86.0     2.495     0.016    -0.335     0.060     0.28099009     0.34473267  13.665   0.373  11.935   0.160  12.946   0.020  12.161   0.020  11.865   0.020  11.695   0.020  10.670   0.021  10.188   0.022  10.080   0.018  1  apo
     6447817    3143-1948-1   293.42239000    41.89966200    31.999     0.875     3.900     0.043  4784.1    86.0     2.412     0.013    -0.100     0.060     1.29702830     0.39739859  11.672   0.076  10.515   0.044  10.777   0.020   9.952   0.020   9.651   0.020   9.508   0.020   8.421   0.026   7.900   0.018   7.766   0.021  1  apo
     6448798    3143-1250-1   293.72932950    41.89910000   741.317    36.676    42.916     4.014  5468.0    81.3     3.806     0.022    -0.130     0.101     2.04760832     0.33323306  11.634   0.073  11.003   0.069  11.247   0.020  10.942   0.020  10.821   0.020  10.807   0.020  10.051   0.020   9.787   0.017   9.751   0.014  0  spc
     6450613      3143-98-1   294.27242700    41.82217400    93.013     1.122     7.594     0.041  5026.9    86.0     2.886     0.006     0.102     0.060     1.21388447     0.27607480  12.002   0.113  10.993   0.069  11.314   0.020  10.606   0.020  10.360   0.020  10.210   0.020   9.236   0.022   8.813   0.018   8.703   0.018 -1  apo
     6450651      3143-32-1   294.28476900    41.83582000  1119.017    66.264    63.989     2.875  5775.0    77.3     3.997     0.026    -0.110     0.101     4.31829018     0.25321792  11.313   0.061  10.649   0.051  10.773   0.020  10.341   0.020  10.188   0.020  10.128   0.020   9.350   0.022   9.058   0.018   9.009   0.018  0  spc
     6465075     3145-838-1   297.85018100    41.82458100    84.525     0.870     7.689     0.014  4904.0    86.0     2.840     0.006    -0.311     0.060     1.82732201     0.27471119  11.528   0.067  10.445   0.041  10.737   0.020  10.001   0.020   9.711   0.020   9.528   0.020   8.507   0.024   7.984   0.020   7.883   0.033  0  apo
     6500623    3127-1781-1   283.37346200    41.95980100    15.122     0.759     2.023     0.024  4376.5    86.0     2.067     0.022     0.030     0.060     0.96855593     0.61021698  12.703   0.225  11.331   0.093  12.012   0.020  10.850   0.020  10.447   0.020  10.208   0.020   8.991   0.021   8.306   0.017   8.136   0.016 -1  apo
     6505044    3128-1934-1   285.41814000    41.93022000   303.016     4.887    20.718     0.332  4944.0    77.3     3.396     0.008     0.170     0.101     2.60481872     0.61943002  12.735   0.231  11.456   0.096  11.752   0.020  10.908   0.020  10.642   0.020  10.495   0.020   9.464   0.021   8.976   0.018   8.858   0.017  0  spc
     6508328    3128-1447-1   286.91475200    41.96701800    38.838     1.348     4.251     0.026  4663.1    86.0     2.491     0.016     0.181     0.060     0.88495272     0.28462756  13.537   0.353  12.364   0.201  12.545   0.020  11.576   0.020  11.276   0.020  11.080   0.020   9.892   0.020   9.390   0.018   9.242   0.014  1  apo
     6508366    3128-2128-1   286.93164000    41.93776000   962.773     5.591    51.732     0.054  6331.0    77.3     3.952     0.004    -0.050     0.101     5.30553201     0.25826977   9.572   0.020   9.078   0.017   9.105   0.020   8.868   0.020   8.808   0.020   8.835   0.020   8.014   0.020   7.843   0.020   7.801   0.024  0  spc
     6520835     3142-839-1   291.31609950    41.91680000   893.550    44.811    49.844     0.461  6137.0    77.3     3.912     0.022    -0.070     0.101     3.22859932     0.22901706  10.765   0.038  10.192   0.032  10.306   0.020   9.953   0.020   9.851   0.020   9.851   0.020   9.062   0.029   8.807   0.021   8.786   0.014  0  spc
     6521045     3142-407-1   291.38599000    41.99026900  1502.000    31.000    77.000     1.100  5825.0    75.0     4.127     0.009     0.020     0.100     3.15379164     0.25707540  12.051   0.109  11.145   0.071  11.529   0.020  11.092   0.020  10.978   0.020  10.938   0.020  10.081   0.021   9.804   0.017   9.768   0.014  0  spc
     6521522     3142-561-1   291.52251600    41.93636300    88.351     0.797     8.303     0.020  4598.1    86.0     2.845     0.006     0.036     0.060     0.89617974     0.36930469  12.724   0.231  12.196   0.183  12.673   0.020  11.792   0.020  11.478   0.020  11.305   0.020  10.220   0.021   9.663   0.019   9.562   0.014  0  apo
     6528720     3143-180-1   293.80995600    41.92299300    44.994     0.785     4.756     0.022  4796.6    86.0     2.561     0.009    -0.055     0.060     1.39774716     0.24403995  11.482   0.071  10.438   0.043  10.732   0.020   9.935   0.020   9.652   0.020   9.505   0.020   8.477   0.019   7.977   0.026   7.846   0.018  1  apo
     6529109     3143-620-1   293.92419000    41.95259000  1140.208    26.351    60.105     0.385  5683.0    77.3     4.002     0.010     0.120     0.101     2.76435395     0.52898560  12.153   0.137  11.104   0.075  11.477   0.020  10.967   0.020  10.822   0.020  10.778   0.020   9.903   0.021   9.595   0.017   9.557   0.014  0  spc
     6530901     3143-294-1   294.43527000    41.90309000  1601.798   171.234    78.581     0.738  6340.0    77.3     4.173     0.047     0.010     0.101     3.65089190     0.28608043  10.864   0.042  10.392   0.039  10.415   0.020  10.130   0.020  10.039   0.020  10.052   0.020   9.310   0.021   9.104   0.017   9.013   0.016  0  spc
