KIC TYC ra dec numax sig_numax dnu sig_dnu teff sig_teff logg sig_logg feh sig_feh plx sig_plx btmag sig_btmag vtmag sig_vtmag gmag sig_gmag rmag sig_rmag imag sig_imag zmag sig_zmag jmag sig_jmag hmag sig_hmag kmag sig_kmag clump src
    10880958    3562-1082-1   298.80136500    48.29289600    33.277     0.839     4.110     0.029  4765.1    86.0     2.428     0.012    -0.106     0.060     0.52901053     0.37670571  12.244   0.140  11.145   0.072  11.377   0.020  10.492   0.020  10.169   0.020   9.981   0.020   8.935   0.034   8.420   0.042   8.213   0.021  1  apo
    10881810     3562-173-1   299.07321600    48.20626100   147.216     1.167    11.786     0.032  4937.4    86.0     3.082     0.005    -0.092     0.060     1.64367938     0.39582345  13.072   0.265  11.697   0.124  12.099   0.020  11.305   0.020  11.007   0.020  10.856   0.020   9.834   0.022   9.338   0.028   9.212   0.024  0  apo
    10903016    3544-1024-1   281.60780700    48.33137500    25.418     0.350     3.210     0.017  4676.5    86.0     2.307     0.007    -0.434     0.060     1.06234956     0.35411400  13.396   0.290  12.131   0.161  12.502   0.020  11.667   0.020  11.362   0.020  11.185   0.020  10.045   0.021   9.468   0.016   9.355   0.016 -1  apo
    10903291     3544-388-1   281.81487100    48.34567600    34.564     0.655     4.109     0.035  4994.9    86.0     2.455     0.009    -0.355     0.060     0.78860307     0.33908495  13.896   0.360  12.330   0.171  12.461   0.020  11.741   0.020  11.445   0.020  11.323   0.020  10.298   0.024   9.787   0.017   9.701   0.019  1  apo
    10907196    3545-1021-1   284.65759800    48.38039400    43.941     0.842     4.619     0.064  4885.5    86.0     2.555     0.009    -0.114     0.060     0.52313507     0.24544957  13.692   0.363  11.737   0.133  12.208   0.020  11.407   0.020  11.146   0.020  10.983   0.020   9.920   0.021   9.413   0.017   9.302   0.013  1  apo
    10908442     3545-965-1   285.47104100    48.35419100    38.381     0.731     4.340     0.027  4844.2    86.0     2.494     0.009    -0.184     0.060     1.09867787     0.24296050  11.715   0.079  10.528   0.045  10.901   0.020  10.107   0.020   9.847   0.020   9.714   0.020   8.689   0.039   8.117   0.059   8.015   0.024  1  apo
    10909629    3545-1033-1   286.19001000    48.35927000   886.681    19.087    49.467     0.138  6267.0    77.3     3.914     0.010    -0.120     0.101     2.08670328     0.26974906  11.657   0.079  11.063   0.076  11.044   0.020  10.768   0.020  10.708   0.020  10.692   0.020   9.919   0.023   9.701   0.026   9.620   0.022  0  spc
    10910674    3545-2681-1   286.87334300    48.39712100    36.545     0.496     4.047     0.017  4623.0    86.0     2.463     0.007    -0.102     0.060     0.78757191     0.41849554  12.952   0.275  11.333   0.094  11.982   0.020  11.096   0.020  10.755   0.020  10.579   0.020   9.502   0.021   8.920   0.018   8.804   0.020 -1  apo
    10918731    3547-1275-1   291.13959100    48.39242900    45.624     0.822     4.624     0.021  4686.3    86.0     2.562     0.009     0.202     0.060     0.47464284     0.74399400  12.990   0.269  11.825   0.158  12.513   0.020  11.543   0.020  11.222   0.020  11.049   0.020   9.962   0.021   9.456   0.028   9.287   0.020  1  apo
    10923629    3560-2168-1   293.50144950    48.36645000   751.526    16.855    42.207     0.229  6201.0    77.3     3.839     0.010     0.110     0.101     3.20252292     0.27794389  10.500   0.033   9.936   0.029  10.096   0.020   9.748   0.020   9.663   0.020   9.693   0.020   8.877   0.032   8.694   0.023   8.636   0.013  0  spc
    10931578    3561-1094-1   296.60456100    48.35202800   214.883     1.244    15.874     0.019  4708.2    86.0     3.236     0.005     0.387     0.060     1.35375059     0.38781542  14.301   0.515  12.106   0.186  12.865   0.020  11.884   0.020  11.582   0.020  11.402   0.020  10.310   0.021   9.776   0.032   9.657   0.019  0  apo
    10934758     3561-578-1   297.70850200    48.39662900    46.930     0.830     4.905     0.023  4831.4    86.0     2.581     0.009     0.015     0.060     1.93184435     0.27089286  12.126   0.133  11.099   0.078  11.402   0.020  10.523   0.020  10.213   0.020  10.073   0.020   8.985   0.024   8.484   0.015   8.377   0.015  1  apo
    10935853     3562-890-1   298.13216900    48.31129100    62.927     1.859     5.727     0.066  5000.8    86.0     2.716     0.013    -0.101     0.060     0.55500835     0.32157198  12.930   0.255  12.139   0.185  12.263   0.020  11.483   0.020  11.202   0.020  11.058   0.020   9.961   0.022   9.509   0.015   9.378   0.018 -1  apo
    10936833     3562-548-1   298.48167300    48.39318100    37.992     1.681     4.390     0.154  4812.2    86.0     2.488     0.020    -0.087     0.060     0.83504003     0.24233590  12.183   0.142  11.135   0.079  11.613   0.020  10.739   0.020  10.422   0.020  10.255   0.020   9.192   0.023   8.652   0.036   8.535   0.020  1  apo
    10937782     3562-450-1   298.79310000    48.38874000   266.800     2.796    19.470     0.106  5012.0    77.3     3.343     0.006    -0.290     0.101     2.10166900     0.56308603  12.735   0.232  11.815   0.151  11.917   0.020  11.197   0.020  10.959   0.020  10.809   0.020   9.838   0.019   9.321   0.029   9.256   0.024  0  spc
    10959362    3544-1034-1   282.10770000    48.46742000   851.625    55.046    45.437     1.633  5793.0    77.3     3.879     0.028     0.470     0.101     2.33398802     0.25764046  11.843   0.076  11.140   0.071  11.301   0.020  10.800   0.020  10.672   0.020  10.633   0.020   9.804   0.021   9.552   0.018   9.464   0.016  0  spc
    10962775     3545-523-1   284.58416900    48.40177900    35.462     0.652     4.087     0.063  4875.3    86.0     2.461     0.009    -0.301     0.060     0.49379581     0.29002237  13.034   0.277  11.393   0.096  12.130   0.020  11.341   0.020  11.085   0.020  10.920   0.020   9.854   0.021   9.357   0.017   9.239   0.013  1  apo
    10963065    3545-1227-1   284.78617950    48.42323000  2177.336    12.416   103.211     0.040  6104.0    74.0     4.298     0.004    -0.200     0.100    11.02223196     0.23998290   9.438   0.019   8.893   0.015   8.960   0.020   8.664   0.020   8.603   0.020   8.575   0.020   7.784   0.021   7.539   0.021   7.486   0.018  0  spc
    10964584    3545-1077-1   285.76484700    48.44581600    31.643     0.544     4.082     0.039  4805.9    86.0     2.408     0.008    -0.456     0.060     0.80740607     0.32394338  13.093   0.292  11.929   0.161  12.397   0.020  11.591   0.020  11.358   0.020  11.169   0.020  10.166   0.023   9.630   0.030   9.526   0.025 -1  apo
    10971974     3547-813-1   289.92384000    48.43609000  2347.024   201.088   106.633     2.425  5852.0    77.3     4.321     0.037    -0.070     0.101     4.01809877     0.32400285  12.042   0.114  11.136   0.073  11.626   0.020  11.224   0.020  11.091   0.020  11.070   0.020  10.241   0.026   9.942   0.030   9.897   0.020  0  spc
    10972873     3547-757-1   290.42635950    48.44338000  1036.851     6.477    58.402     0.036  5710.0    77.3     3.961     0.004    -0.080     0.101     3.16951992     0.38719240  11.429   0.061  10.712   0.053  11.037   0.020  10.596   0.020  10.459   0.020  10.400   0.020   9.557   0.023   9.220   0.027   9.178   0.024  0  spc
    10977629    3560-1160-1   292.79117400    48.42974500    24.913     0.443     3.159     0.047  4499.1    86.0     2.290     0.009     0.118     0.060     0.95450348     0.35119760  13.120   0.315  11.492   0.104  12.451   0.020  11.441   0.020  11.131   0.020  10.902   0.020   9.761   0.019   9.191   0.017   9.050   0.016  1  apo
    10983401     3561-943-1   295.34118200    48.44629700    93.922     0.986     7.701     0.028  4984.9    86.0     2.889     0.006     0.085     0.060     0.80461133     0.25832143  11.898   0.099  10.927   0.067  11.265   0.020  10.535   0.020  10.281   0.020  10.138   0.020   9.103   0.020   8.678   0.016   8.577   0.017  1  apo
    10990438     3561-670-1   297.93534000    48.46114000   302.067     7.900    21.019     0.454  5084.0    77.3     3.400     0.012    -0.030     0.101     1.97420576     0.25066014  12.171   0.136  11.474   0.098  11.784   0.020  11.061   0.020  10.823   0.020  10.692   0.020   9.704   0.022   9.251   0.015   9.189   0.015  0  spc
    10991271     3562-310-1   298.24841000    48.49163400    74.034     1.799     6.462     0.035  5052.1    86.0     2.788     0.011    -0.025     0.060     0.94348633     0.26653019  12.589   0.208  11.574   0.108  12.117   0.020  11.375   0.020  11.114   0.020  10.945   0.020   9.922   0.022   9.475   0.015   9.362   0.018 -1  apo
    10991398    3562-1036-1   298.29510500    48.42543000    32.905     0.963     4.106     0.024  4849.8    86.0     2.427     0.013    -0.218     0.060     1.19682574     0.25544721  11.387   0.062  10.041   0.029  10.384   0.020   9.588   0.020   9.323   0.020   9.158   0.020   8.115   0.021   7.610   0.017   7.508   0.019  1  apo
    10991673     3562-492-1   298.40496400    48.46191800    41.551     0.718     4.371     0.014  4675.0    86.0     2.521     0.009    -0.077     0.060     0.68716437     0.28665134  13.112   0.292  11.834   0.149  12.193   0.020  11.269   0.020  10.938   0.020  10.738   0.020   9.635   0.023   9.050   0.031   8.918   0.020 -1  apo
    10992126     3562-342-1   298.58154100    48.45161800     7.752     0.277     1.351     0.113  4430.0    86.0     1.780     0.016    -0.497     0.060     0.65562910     0.35109600  13.326   0.337  11.350   0.090  11.852   0.020  10.790   0.020  10.400   0.020  10.167   0.020   9.001   0.027   8.333   0.053   8.224   0.017 -1  apo
    10992345     3562-212-1   298.66850800    48.49767700    55.922     1.133     5.851     0.012  4628.0    86.0     2.648     0.010    -0.030     0.060     1.24497557     0.27892157  12.469   0.179  11.078   0.071  11.600   0.020  10.684   0.020  10.349   0.020  10.175   0.020   9.144   0.037   8.548   0.017   8.407   0.020 -1  apo
    10992390     3562-570-1   298.68710900    48.49263000     7.203     0.476     1.178     0.030  4160.4    86.0     1.734     0.029     0.012     0.060     0.93890095     0.50335270  14.834   0.615  11.936   0.163  12.598   0.020  11.308   0.020  10.764   0.020  10.464   0.020   9.165   0.029   8.484   0.046   8.266   0.016 -1  apo
    10992711     3562-324-1   298.79939400    48.40557500    35.298     0.381     4.071     0.017  4530.0    86.0     2.443     0.006    -0.274     0.060     1.37864804     0.29060194  11.742   0.073  10.446   0.040  10.781   0.020   9.849   0.020   9.541   0.020   9.342   0.020   8.244   0.021   7.650   0.031   7.497   0.024 -1  apo
    11015261    3544-1451-1   283.46596300    48.52750000    54.361     0.990     5.237     0.021  4936.3    86.0     2.649     0.009    -0.138     0.060     0.44301069     0.36662337  11.589   0.075  10.365   0.041  10.764   0.020  10.019   0.020   9.739   0.020   9.612   0.020   8.588   0.019   8.138   0.023   8.039   0.013  1  apo
    11018922     3545-111-1   285.85334700    48.53582400    33.621     0.974     4.105     0.059  4992.5    86.0     2.443     0.013    -0.391     0.060     0.58270204     0.24362709  12.758   0.256  11.696   0.140  12.309   0.020  11.575   0.020  11.294   0.020  11.165   0.020  10.165   0.023   9.681   0.030   9.584   0.022  1  apo
    11020211    3545-2679-1   286.72912000    48.50255600   107.510     0.743     9.858     0.028  4799.8    86.0     2.939     0.005    -0.406     0.060     1.83363497     0.27498120  11.684   0.077  10.673   0.054  11.107   0.020  10.359   0.020  10.095   0.020   9.930   0.020   8.939   0.020   8.408   0.026   8.326   0.020  0  apo
    11021413     3546-576-1   287.44647000    48.54608000   813.048    15.950    48.164     0.627  5367.0    77.3     3.842     0.009    -0.060     0.101     4.51227432     0.26956259  11.369   0.063  10.423   0.042  10.639   0.020  10.040   0.020   9.867   0.020   9.790   0.020   8.879   0.019   8.518   0.027   8.439   0.024  0  spc
    11026472    3547-1293-1   290.20077100    48.59993000    92.169     1.345     7.767     0.011  4843.4    86.0     2.874     0.007     0.080     0.060     1.22974670     0.26840457  12.685   0.217  11.108   0.071  11.619   0.020  10.793   0.020  10.510   0.020  10.354   0.020   9.319   0.022   8.795   0.026   8.686   0.020 -1  apo
    11027005     3547-793-1   290.48865100    48.56881700    50.456     1.509     5.050     0.036  4883.2    86.0     2.615     0.014     0.014     0.060     0.80891603     0.22540267  12.039   0.104  10.835   0.057  11.323   0.020  10.498   0.020  10.222   0.020  10.076   0.020   9.034   0.023   8.577   0.028   8.455   0.025  1  apo
    11027406    3547-1671-1   290.71827000    48.54089000  1660.241    74.786    88.314     0.667  5815.0    77.3     4.170     0.020    -0.300     0.101     5.14075664     0.37944848  11.124   0.047  10.506   0.041  10.624   0.020  10.316   0.020  10.180   0.020  10.147   0.020   9.349   0.022   9.057   0.028   9.004   0.024  0  spc
    11029396     3547-261-1   291.69930300    48.55405800    29.130     1.438     3.827     0.081  4624.2    86.0     2.364     0.022     0.077     0.060     0.51885504     0.29108280  13.937   0.473  11.860   0.175  12.664   0.020  11.737   0.020  11.416   0.020  11.238   0.020  10.095   0.019   9.569   0.018   9.452   0.016  1  apo
    11029423    3547-1443-1   291.71029400    48.59491300    75.766     0.613     7.281     0.015  4624.9    86.0     2.779     0.005    -0.064     0.060     2.69932771     0.25927562  11.209   0.059   9.893   0.030  10.294   0.020   9.402   0.020   9.081   0.020   8.924   0.020   7.833   0.027   7.274   0.016   7.172   0.016  0  apo
    11033302     3560-842-1   293.58075600    48.50721400    37.018     2.042     4.161     0.027  4907.3    86.0     2.481     0.024    -0.282     0.060     0.82407147     0.28264251  11.383   0.062  10.239   0.034  10.549   0.020   9.787   0.020   9.510   0.020   9.366   0.020   8.382   0.019   7.853   0.018   7.792   0.013  1  apo
    11037290    3560-2899-1   295.26939300    48.56109200    43.448     0.761     4.445     0.022  4750.8    86.0     2.544     0.009     0.100     0.060     0.83518434     0.28547847  11.819   0.087  10.793   0.062  11.198   0.020  10.300   0.020   9.993   0.020   9.825   0.020   8.726   0.018   8.222   0.017   8.082   0.016 -1  apo
    11042388     3561-724-1   297.09695000    48.51645700     9.314     0.392     1.467     0.018  4271.9    86.0     1.852     0.019    -0.387     0.060     0.67697066     0.55428404  13.216   0.297  11.744   0.137  12.574   0.020  11.483   0.020  11.029   0.020  10.764   0.020   9.555   0.022   8.904   0.020   8.747   0.019 -1  apo
    11044315     3561-769-1   297.80641500    48.55912000    61.722     1.937     5.284     0.034  5085.9    86.0     2.711     0.014    -0.092     0.060     0.72093415     0.23857875  12.604   0.206  11.290   0.086  11.568   0.020  10.853   0.020  10.581   0.020  10.439   0.020   9.399   0.024   8.953   0.014   8.816   0.020  1  apo
    11044668     3561-481-1   297.94494800    48.55779300    50.808     0.467     5.656     0.024  4861.8    86.0     2.617     0.006    -0.849     0.060     0.83327180     0.44409490  13.167   0.319  12.041   0.174  13.052   0.020  12.311   0.020  11.994   0.020  11.814   0.020  10.736   0.021  10.246   0.015  10.141   0.015 -1  apo
    11045572     3562-892-1   298.28573400    48.59284600    63.762     0.565     6.000     0.019  4673.7    86.0     2.707     0.006     0.101     0.060     0.85659438     0.36302879  12.976   0.268  11.655   0.126  12.088   0.020  11.171   0.020  10.845   0.020  10.632   0.020   9.486   0.021   8.983   0.015   8.820   0.019  0  apo
    11072852     3545-109-1   285.49490300    48.63541400     8.519     0.402     1.451     0.041  4412.7    86.0     1.820     0.021    -0.040     0.060     0.61569178     0.29919136  12.933   0.251  11.455   0.098  11.985   0.020  10.849   0.020  10.460   0.020  10.238   0.020   9.047   0.019   8.385   0.033   8.271   0.021 -1  apo
    11074380    3545-2929-1   286.41381000    48.65883000   578.815    19.158    34.786     1.086  5109.0    77.3     3.684     0.015     0.120     0.101     2.40272817     0.25154222  12.601   0.225  11.725   0.135  12.030   0.020  11.270   0.020  11.026   0.020  10.916   0.020   9.902   0.022   9.458   0.026   9.371   0.022  0  spc
    11074543    3545-2701-1   286.52692000    48.60694100    57.411     0.848     6.037     0.025  4664.2    86.0     2.661     0.008    -0.224     0.060     0.89228219     0.34140390  12.500   0.209  11.664   0.138  12.576   0.020  11.709   0.020  11.408   0.020  11.237   0.020  10.132   0.023   9.545   0.026   9.453   0.021 -1  apo
    11075908     3546-886-1   287.42361900    48.63582200    37.352     0.698     4.381     0.019  4829.2    86.0     2.482     0.009    -0.129     0.060     0.47253290     0.32246476  12.828   0.242  11.838   0.158  12.535   0.020  11.680   0.020  11.365   0.020  11.222   0.020  10.153   0.022   9.646   0.030   9.527   0.025  1  apo
    11076239     3546-460-1   287.61928500    48.63287400     3.505     0.167     0.740     0.058  4114.0    86.0     1.419     0.021     0.009     0.060     0.69005525     0.55945617  12.800   0.243  11.008   0.068 -99.000   0.020 -99.000   0.020 -99.000   0.020 -99.000   0.020   8.172   0.021   7.482   0.029   7.259   0.024 -1  apo
    11081729     3547-268-1   290.58426000    48.69543000  1940.604    19.236    90.019     0.113  6548.0    82.7     4.263     0.005     0.110     0.101     7.37104568     0.27738026   9.505   0.019   9.061   0.016   9.160   0.020   8.930   0.020   8.899   0.020   8.906   0.020   8.187   0.039   8.022   0.040   7.973   0.018  0  spc
    11082784    3547-1175-1   291.16194000    48.64529000   853.121    28.583    49.485     1.013  5654.0    77.3     3.874     0.015    -0.250     0.101     2.43631438     0.29825830  12.312   0.154  11.506   0.100  11.782   0.020  11.345   0.020  11.217   0.020  11.161   0.020  10.306   0.022  10.038   0.028   9.948   0.020  0  spc
    11083308    3547-1017-1   291.43569000    48.62404000   902.282    41.545    51.208     1.331  6080.0    77.3     3.915     0.020    -0.030     0.101     2.72778986     0.93275231  11.921   0.103  11.778   0.160  11.649   0.020  11.289   0.020  11.173   0.020  11.167   0.020  10.368   0.021  10.145   0.017  10.099   0.016  0  spc
    11083613     3547-198-1   291.60417400    48.64261600    88.115     0.740     8.599     0.014  4768.9    86.0     2.852     0.005    -0.476     0.060     0.97863275     0.36853507  13.200   0.336  11.876   0.171  12.336   0.020  11.555   0.020  11.274   0.020  11.114   0.020  10.065   0.022   9.518   0.018   9.418   0.016  0  apo
    11083701     3547-601-1   291.64845600    48.65098200    31.198     0.994     3.862     0.021  4702.7    86.0     2.398     0.014    -0.018     0.060     0.70281935     0.25869894  13.650   0.418  11.989   0.189  12.617   0.020  11.687   0.020  11.394   0.020  11.206   0.020  10.071   0.019   9.541   0.018   9.412   0.016  1  apo
    11084022     3547-711-1   291.81884000    48.65263000    44.745     0.667     4.667     0.012  4664.4    86.0     2.552     0.008    -0.048     0.060     0.83870697     0.29109436  13.591   0.416  11.574   0.122  12.224   0.020  11.336   0.020  10.998   0.020  10.821   0.020   9.711   0.021   9.140   0.018   9.033   0.016 -1  apo
    11084620     3547-187-1   292.11687000    48.69392000    25.889     0.961     2.994     0.040  4551.5    86.0     2.309     0.017     0.359     0.060     0.76473010     0.26624459  13.525   0.363  12.185   0.191  12.680   0.020  11.621   0.020  11.293   0.020  11.094   0.020   9.931   0.022   9.351   0.018   9.212   0.013 -1  apo
    11085809     3560-122-1   292.69923100    48.62133800    35.562     0.699     4.276     0.049  4911.4    86.0     2.464     0.009    -0.351     0.060     0.76631457     0.28909931  12.941   0.297  11.960   0.183  12.405   0.020  11.652   0.020  11.382   0.020  11.237   0.020  10.151   0.021   9.692   0.018   9.584   0.014  1  apo
    11090395    3560-2944-1   294.79724200    48.64148700    37.268     1.243     4.317     0.042  4862.7    86.0     2.482     0.015    -0.220     0.060     0.71491253     0.41849461  13.007   0.309  12.049   0.195  12.211   0.020  11.416   0.020  11.103   0.020  10.942   0.020   9.928   0.022   9.365   0.016   9.286   0.014  1  apo
    11098033     3561-796-1   297.75690000    48.61346000   935.760   127.778    51.248     2.976  6076.0    77.3     3.930     0.059    -0.150     0.101     1.98093866     0.63995032  12.185   0.141  11.767   0.150  11.724   0.020  11.399   0.020  11.303   0.020  11.277   0.020  10.444   0.025  10.206   0.014  10.152   0.022  0  spc
    11126673      3549-53-1   285.83912900    48.78619400    54.959     0.935     5.654     0.017  4697.9    86.0     2.643     0.008    -0.110     0.060     1.76726663     0.35117310  11.445   0.068  10.113   0.034  10.469   0.020   9.572   0.020   9.290   0.020   9.115   0.020   8.077   0.034   7.528   0.046   7.408   0.029 -1  apo
    11127479     3545-141-1   286.33836000    48.74410000  1853.148   117.882    90.870     0.636  5951.0    77.3     4.222     0.028     0.180     0.101     4.01081730     0.29010339  12.192   0.142  11.298   0.088  11.446   0.020  11.042   0.020  10.912   0.020  10.886   0.020  10.072   0.024   9.818   0.031   9.761   0.023  0  spc
    11128910     3550-900-1   287.34015200    48.78233000    37.193     0.732     4.168     0.051  4873.8    86.0     2.482     0.009    -0.155     0.060     0.68987709     0.28528178  12.708   0.218  11.287   0.084  11.841   0.020  11.028   0.020  10.749   0.020  10.586   0.020   9.578   0.022   9.041   0.028   8.935   0.025  1  apo
    11129480     3546-118-1   287.68508900    48.72979400    44.470     0.852     4.606     0.091  4767.0    86.0     2.554     0.009     0.118     0.060    -0.11308049     0.80861229  12.963   0.266  11.421   0.099  12.103   0.020  11.209   0.020  10.924   0.020  10.752   0.020   9.700   0.019   9.153   0.029   9.049   0.024  1  apo
    11129945    3550-1540-1   287.99342000    48.76295900    49.750     1.367     4.921     0.024  4851.3    86.0     2.607     0.013     0.009     0.060     0.59893900     0.38103557  13.497   0.362  12.239   0.197  12.417   0.020  11.549   0.020  11.296   0.020  11.139   0.020  10.133   0.027   9.588   0.032   9.503   0.021  1  apo
    11133100    3550-1532-1   289.57335000    48.76889000   832.774    60.755    43.085     2.678  6149.0    77.3     3.882     0.032     0.010     0.101     1.82939054     0.37597536  11.428   0.067  10.692   0.054  10.915   0.020  10.573   0.020  10.491   0.020  10.473   0.020   9.702   0.024   9.441   0.025   9.391   0.023  0  spc
    11133758     3547-352-1   289.87758300    48.70597100     3.763     0.318     0.790     0.012  4299.7    86.0     1.460     0.037    -0.726     0.060    -0.02768146     0.28198242  13.962   0.424  11.840   0.151  12.528   0.020  11.471   0.020  11.029   0.020  10.791   0.020   9.575   0.026   8.853   0.031   8.740   0.019 -1  apo
    11133969     3551-551-1   289.96620100    48.75605800    30.021     1.316     3.740     0.042  4685.6    86.0     2.380     0.019    -0.226     0.060     1.49274218     0.23697910  11.287   0.057   9.900   0.029  10.299   0.020   9.428   0.020   9.137   0.020   8.973   0.020   7.910   0.020   7.357   0.053   7.251   0.021  1  apo
    11135286     3551-251-1   290.68268100    48.75605400    36.620     1.259     4.145     0.043  4614.8    86.0     2.463     0.015     0.234     0.060     0.69939095     0.30649644  13.636   0.358  11.723   0.129  12.299   0.020  11.294   0.020  10.985   0.020  10.782   0.020   9.639   0.021   9.065   0.029   8.941   0.024  1  apo
    11136338     3547-136-1   291.22800500    48.74407200    26.692     1.688     3.520     0.082  4745.9    86.0     2.332     0.028    -0.258     0.060     1.24854732     0.38566366  11.687   0.073  10.345   0.037  10.767   0.020   9.920   0.020   9.648   0.020   9.460   0.020   8.402   0.023   7.861   0.027   7.748   0.020 -1  apo
    11137075     3547-478-1   291.62110950    48.71213000  1171.228     7.075    65.089     0.240  5529.0    77.3     4.007     0.004    -0.130     0.101     3.82741536     0.27728486  11.824   0.089  11.034   0.074  11.297   0.020  10.756   0.020  10.609   0.020  10.554   0.020   9.664   0.023   9.309   0.018   9.274   0.013  0  spc
    11138101      3547-91-1   292.13767950    48.70066000   672.925    55.795    43.809     0.504  6168.0    77.3     3.790     0.036    -0.070     0.101     2.05227252     0.22826398  11.500   0.069  10.747   0.057  11.002   0.020  10.657   0.020  10.576   0.020  10.575   0.020   9.793   0.022   9.543   0.018   9.506   0.013  0  spc
    11138542      3547-28-1   292.37060200    48.74280900    15.102     1.178     1.972     0.023  4688.6    86.0     2.082     0.034    -0.392     0.060     0.35718480     0.26431805  13.049   0.296  11.558   0.112  11.695   0.020  10.850   0.020  10.544   0.020  10.351   0.020   9.267   0.024   8.699   0.033   8.575   0.018 -1  apo
    11146152     3565-894-1   295.74538000    48.77433800    31.879     0.511     3.585     0.025  4621.1    86.0     2.403     0.008     0.194     0.060     0.45991200     0.75945276  12.771   0.256  11.604   0.125  12.018   0.020  11.049   0.020  10.717   0.020  10.538   0.020   9.352   0.021   8.806   0.017   8.675   0.015 -1  apo
    11152753      3562-97-1   298.15963800    48.72751600    43.412     1.022     4.537     0.119  4837.0    86.0     2.547     0.011     0.049     0.060     0.70599312     0.36147195  13.634   0.403  12.045   0.193  12.276   0.020  11.393   0.020  11.093   0.020  10.943   0.020   9.786   0.022   9.278   0.015   9.150   0.018  1  apo
    11175619     3548-719-1   282.63793700    48.88172100    28.466     0.758     3.814     0.053  4776.5    86.0     2.361     0.012    -0.416     0.060     1.13923073     0.27488571  11.991   0.115  11.025   0.076  11.229   0.020  10.442   0.020  10.132   0.020   9.993   0.020   8.936   0.021   8.377   0.023   8.291   0.016  1  apo
    11177727     3549-191-1   284.27010300    48.89511500    31.203     0.728     3.778     0.012  4558.2    86.0     2.391     0.011    -0.175     0.060     1.47124696     0.76430535  12.811   0.263  11.812   0.166  12.376   0.020  11.460   0.020  11.109   0.020  10.940   0.020   9.824   0.030   9.206   0.030   9.089   0.020 -1  apo
    11180468     3549-380-1   286.06842800    48.83729600    50.982     0.834     5.067     0.016  4659.1    86.0     2.609     0.008     0.146     0.060     1.33556807     0.47677353  12.351   0.181  10.557   0.048  11.244   0.020  10.287   0.020   9.968   0.020   9.801   0.020   8.716   0.021   8.163   0.042   8.009   0.033 -1  apo
    11188067     3551-911-1   290.53367100    48.83454500    38.480     0.500     4.336     0.036  4691.2    86.0     2.488     0.007     0.134     0.060     0.84308064     0.25185746  12.723   0.219  11.473   0.096  11.878   0.020  10.909   0.020  10.596   0.020  10.407   0.020   9.330   0.023   8.785   0.030   8.650   0.025  1  apo
    11188192     3551-801-1   290.59733300    48.89963500   218.932     1.235    16.889     0.017  4781.1    86.0     3.247     0.005    -0.109     0.060     1.92599773     0.50313288  12.693   0.201  11.412   0.087  11.772   0.020  10.974   0.020  10.694   0.020  10.555   0.020   9.517   0.021   9.000   0.028   8.913   0.024 -1  apo
    11188219     3551-741-1   290.61967950    48.82943000  1830.930   363.819    93.460     2.422  5853.0    77.3     4.214     0.086     0.130     0.101     4.25723773     0.81142932  12.034   0.110  11.127   0.072  11.378   0.020  10.954   0.020  10.834   0.020  10.799   0.020   9.989   0.021   9.721   0.029   9.657   0.024  0  spc
    11189107    3551-1177-1   291.14812050    48.84046000   879.034   104.372    47.453     2.613  6424.0    77.3     3.915     0.052    -0.120     0.101     1.40899768     0.60194885  11.414   0.062  10.958   0.064  10.956   0.020  10.739   0.020  10.659   0.020  10.660   0.020   9.941   0.022   9.827   0.031   9.732   0.021  0  spc
    11189432     3551-123-1   291.32085400    48.85188700    52.331     0.585     5.453     0.013  4640.1    86.0     2.619     0.006    -0.044     0.060     1.09125578     0.52989697  13.269   0.320  12.226   0.188  12.671   0.020  11.754   0.020  11.420   0.020  11.226   0.020  10.146   0.021   9.555   0.017   9.455   0.015 -1  apo
    11190768     3551-465-1   292.03045100    48.80402000   229.487     1.112    17.288     0.019  4807.3    86.0     3.269     0.004     0.068     0.060     1.73392045     0.28820744  12.849   0.289  11.707   0.142  12.441   0.020  11.628   0.020  11.350   0.020  11.215   0.020  10.189   0.020   9.714   0.018   9.596   0.013  0  apo
    11191557     3551-509-1   292.43489400    48.81173300    70.202     1.104     6.264     0.030  4986.6    86.0     2.763     0.008    -0.056     0.060     1.34524083     0.22968102  13.112   0.305  11.469   0.105  11.623   0.020  10.875   0.020  10.616   0.020  10.473   0.020   9.502   0.026   9.019   0.031   8.904   0.021  1  apo
    11192141    3564-2702-1   292.71962600    48.85199000     8.789     0.107     1.449     0.036  4242.6    86.0     1.825     0.007     0.052     0.060    -0.15916775     0.60347146  12.130   0.130  10.894   0.060 -99.000   0.020 -99.000   0.020 -99.000   0.020 -99.000   0.020   8.302   0.029   7.630   0.024   7.465   0.016 -1  apo
    11193681    3564-2640-1   293.50119000    48.83579000   745.210     4.846    42.844     0.068  5576.0    77.3     3.813     0.004     0.230     0.101     2.54188184     0.34192152  11.770   0.073  10.959   0.062  11.180   0.020  10.643   0.020  10.477   0.020  10.422   0.020   9.563   0.021   9.285   0.021   9.220   0.016  0  spc
    11197457    3564-3020-1   295.18179400    48.88223300    39.970     1.177     4.542     0.037  4793.6    86.0     2.509     0.013    -0.038     0.060     0.99929088     0.27869785  13.531   0.424  11.638   0.135  12.333   0.020  11.457   0.020  11.146   0.020  10.989   0.020   9.894   0.020   9.388   0.018   9.284   0.013  1  apo
